"","lon","lat"
"1",-92.5880744,40.193424
"2",-99.7082877,32.4703417
"3",-83.5259252,31.481325
"4",-93.2997852,44.8557657
"5",-122.4004678,37.7879584
"6",-122.2696868,37.8059875
"7",-75.1737665,39.9478133
"8",-122.267637,37.862768
"9",-105.880105,37.471212
"10",-73.6505722,40.7220997
"11",-93.25229,44.862929
"12",-123.1231862,49.2852633
"13",-84.0591739,41.8985832
"14",-81.3675993,28.576276
"15",-84.2945537,33.7692226
"16",-80.1882434,25.7899658
"17",-93.6455834,41.5619576
"18",-81.4931899,41.0281267
"19",-86.572031,34.7846326
"20",-86.2897398,32.3643327
"21",-149.8027203,61.1910518
"22",-73.7786,42.6519829
"23",-73.776883,42.651343
"24",-73.7767885,42.6536322
"25",-84.1401982,31.5710882
"26",-72.9226957,41.3316093
"27",-84.7451775,42.2440064
"28",-75.910629,40.3615027
"29",-91.1400411,31.8761569
"30",-80.053085,39.1579337
"31",NA,NA
"32",-82.8735944,37.3359167
"33",-80.1449494,41.649349
"34",-80.860503,40.8672095
"35",-92.340097,42.530276
"36",-81.020246,34.010694
"37",-118.1500089,34.0814352
"38",-84.6699398,43.379011
"39",-75.9354668,40.3090958
"40",-87.9636173,42.9835246
"41",-80.3642011,25.6863308
"42",-87.6247831,41.8773229
"43",NA,NA
"44",-122.2560423,37.8652659
"45",-95.5250595,29.7358038
"46",-122.3980237,37.7605354
"47",-122.410247,37.7869492
"48",-118.3099624,34.1075984
"49",-112.0917101,33.5778161
"50",-84.3549162,33.9387302
"51",-72.557144,42.112853
"52",-118.4725275,34.1263884
"53",-73.9875806,40.7721673
"54",-79.2287206,37.3524601
"55",-118.171508,33.797021
"56",-72.5170028,42.3709104
"57",-86.1738249,32.3626131
"58",-85.97218,41.655814
"59",-82.638025,34.514112
"60",-71.1889601,42.3248568
"61",-86.3593038,41.9642053
"62",-100.4665211,31.4423256
"63",-71.917944,42.327075
"64",-118.3847529,33.9885705
"65",-83.908854,39.8032391
"66",-72.2938339,42.9317822
"67",-119.6956621,34.4191422
"68",-122.3461125,47.6158463
"69",-97.800636,30.228654
"70",-78.8413111,35.9225125
"71",-81.200063,37.852625
"72",-82.0964561,37.2779917
"73",-81.6841448,36.2134842
"74",-85.6285917,42.9603278
"75",-90.2379251,38.6341331
"76",-75.1648845,40.0914406
"77",-84.3561621,33.920805
"78",-87.624267,41.8865219
"79",-157.860776,21.3083006
"80",-117.8970823,33.7791358
"81",-112.1073419,33.5669889
"82",-122.2676406,37.7810831
"83",-82.465362,27.351431
"84",-88.0439976,42.0482168
"85",-122.3532039,47.6145846
"86",-82.4825728,27.9552391
"87",-93.1738039,44.8373018
"88",-77.0760424,38.8942731
"89",-112.026236,33.595175
"90",-111.9280527,33.4242399
"91",-92.2895423,34.7350599
"92",-90.6770298,35.8428152
"93",-93.1386574,35.2950777
"94",-97.1567294,32.7380287
"95",-81.1633425,31.9782339
"96",-84.5138767,39.1088559
"97",-118.1851569,34.1688713
"98",-84.6602771,37.8624058
"99",-84.6618991,37.8632761
"100",-117.141995,32.8273269
"101",-82.3201275,40.8606937
"102",-71.8289631,42.2947143
"103",-86.9642859,34.8060722
"104",-84.4041439,33.7096301
"105",-80.1420424,26.1220774
"106",-85.4951663,32.5933574
"107",-86.1766584,32.3697457
"108",-93.241798,44.966821
"109",-90.5507098,41.5051053
"110",-81.403554,40.795967
"111",-88.3491545,41.7541302
"112",-96.594854,33.64626
"113",-97.7117114,30.3437873
"114",-87.3540972,36.5379773
"115",-97.737741,30.292518
"116",-81.7313185,26.242147
"117",-79.4134872,36.5776792
"118",-94.5926275,38.9124721
"119",-117.8883593,34.1300755
"120",-71.2659951,42.2993708
"121",-95.3350876,35.7767117
"122",-74.068655,41.113838
"123",-83.6961214,42.9754572
"124",-83.250266,42.65936
"125",-85.3838296,44.2657778
"126",-82.903065,42.551025
"127",-83.6961214,42.9754572
"128",-84.4513693,42.2776181
"129",-86.1967879,43.2434806
"130",-84.1731871,42.9848669
"131",-82.468541,42.978242
"132",-95.188819,38.777439
"133",-81.848391,41.3735087
"134",-85.406986,40.2061028
"135",-73.9664929,40.8056966
"136",-93.2853642,37.2397278
"137",-75.6854254,41.4951198
"138",-98.568129,29.516944
"139",-90.0276951,35.1389074
"140",-95.2555359,31.9789669
"141",-77.4684553,37.6323401
"142",-99.104887,37.620996
"143",-73.9100544,42.0203897
"144",-73.378238,42.207976
"145",-73.9639632,40.8090974
"146",-90.2588788,38.6370514
"147",-80.1963047,25.8791435
"148",-77.9162702,35.7351078
"149",-122.251922,47.729951
"150",-70.2021865,44.1057216
"151",-84.4001851,33.7672724
"152",-72.5838321,42.0555616
"153",-71.0769203,42.3517285
"154",-95.3961698,29.7104397
"155",-97.1143146,31.549841
"156",-71.811918,42.2670243
"157",-84.641397,39.0172165
"158",-90.1688125,32.3198513
"159",-85.70486,38.219141
"160",-122.1484161,47.5855425
"161",-95.920499,41.1509234
"162",-87.9217586,44.468336
"163",-81.0431492,35.2621669
"164",-86.7940699,36.1328981
"165",-89.0309048,42.5030333
"166",-94.8754557,47.4863158
"167",-81.020461,34.012867
"168",-95.1113744,39.5731522
"169",-88.0967798,41.7783779
"170",-71.070193,42.346037
"171",-79.779216,36.067872
"172",-73.2359361,42.9202725
"173",-71.22168,42.3856989
"174",-147.8676213,64.836629
"175",-73.979561,40.7539343
"176",-74.1872249,40.9004188
"177",-71.0895292,42.3465952
"178",NA,NA
"179",-73.981136,40.635444
"180",-73.992678,40.6052279
"181",-74.2225005,40.0962562
"182",-80.559834,40.206055
"183",-93.990284,44.166156
"184",-84.9106908,39.8261568
"185",-86.196199,41.678297
